,Стоимость,Тип продажи,Объект продажи,Общая площадь,Жилая площадь,Площадь кухни,Этаж,Этажей в доме,Лифт пассажирский (кол-во),Лифт грузовой (кол-во),Мусоропровод,Парковка,Количество комнат,Тип дома,Высота потолков,Кол-во раздельных санузлов,Вид из окон,Расстояние до метро,Округ,Район
10431,4677582,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,39.54,13.8,11.9,14,25,1.0,2.0,Нет,Неизвестно,1.0,Панельный,2.7,0.0,Во двор,5 мин. на транспорте,Красногорск городской округ,д. Путилково
12564,7825678,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,48.8,16.4,19.6,9,16,1.0,1.0,Нет,подземная,1.0,Монолитный,2.85,0.0,Во двор,6 мин. на транспорте,НАО (Новомосковский),Сосенское поселение
3053,12059500,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,44.5,25.8,9.8,25,32,1.0,1.0,Нет,Неизвестно,,Монолитный,3.1,0.0,,2 мин. на транспорте,ЮЗАО,район Черемушки
17483,14492800,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,64.7,34.8,11.4,31,36,1.0,0.0,Нет,подземная,2.0,Монолитный,,0.0,,10 мин. пешком,САО,район Войковский
36556,13250000,,Новостройка,67.4,35.6,20.8,25,29,1.0,1.0,Нет,,2.0,Монолитный,,0.0,Во двор,4 мин. пешком,САО,район Головинский
15616,3190000,,Новостройка,20.9,9.5,5.0,13,14,1.0,1.0,Нет,,1.0,Монолитный,2.75,0.0,На улицу и двор,7 мин. на транспорте,Красногорск городской округ,пос. Отрадное
23222,4248744,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,34.5,12.5,10.8,20,25,1.0,0.0,Нет,Неизвестно,1.0,Монолитный,,0.0,,4 мин. на транспорте,Красногорск городской округ,д. Путилково
2649,6770000,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,67.7,35.0,15.9,7,16,1.0,1.0,Нет,Неизвестно,3.0,Панельный,2.65,2.0,На улицу и двор,7 мин. на транспорте,Ленинский городской округ,Боброво рп
22262,28105240,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,126.42,66.8,16.2,7,23,1.0,0.0,Нет,подземная,3.0,Монолитный,,1.0,,5 мин. на транспорте,ЮЗАО,район Обручевский
24007,12252500,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,65.0,35.8,11.6,9,15,1.0,1.0,Нет,Неизвестно,2.0,Монолитный,3.3,1.0,Во двор,5 мин. на транспорте,САО,район Дмитровский
4713,4113446,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,32.0,18.1,5.0,8,8,1.0,1.0,Нет,Наземная,,Монолитный,,0.0,,17 мин. на транспорте,Химки,микрорайон Клязьма-Старбеево
12632,6085836,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,39.3,16.7,10.5,10,14,1.0,1.0,Нет,подземная,1.0,Монолитный,2.89,0.0,Во двор,3 мин. на транспорте,НАО (Новомосковский),Сосенское поселение
32247,5412280,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,53.8,21.4,18.6,1,25,1.0,2.0,Нет,Неизвестно,2.0,Монолитный,2.9,2.0,На улицу,7 мин. на транспорте,Мытищи,микрорайон Ярославский
33719,4593400,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,33.2,16.9,,5,21,1.0,0.0,Нет,Неизвестно,,Монолитный,,0.0,,3 мин. на транспорте,ЗАО,район Тропарево-Никулино
36824,24417774,"Свободная продажа, Возможна ипотека",Новостройка,79.1,30.3,15.9,14,14,1.0,1.0,Нет,подземная,2.0,Монолитный,,1.0,,13 мин. пешком,ЮАО,район Даниловский
3614,10528950,"Свободная продажа, Возможна ипотека",Новостройка,59.4,21.0,25.9,15,17,1.0,4.0,Нет,Неизвестно,1.0,Монолитный,,0.0,,10 мин. пешком,СВАО,район Северное Медведково
17745,11425960,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,86.22,47.5,20.3,12,19,2.0,1.0,Нет,подземная,3.0,Монолитный,,1.0,,4 мин. на транспорте,ЗАО,район Солнцево
35522,19772540,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,85.3,,,6,16,1.0,0.0,Нет,подземная,2.0,Монолитный,,,,2 мин. на транспорте,ЮАО,район Даниловский
27539,31427500,"Свободная продажа, Возможна ипотека",Новостройка,96.7,54.0,18.0,20,24,1.0,1.0,Нет,подземная,3.0,Монолитный,4.0,1.0,Во двор,5 мин. пешком,САО,район Хорошевский
29143,3490872,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,52.8,27.1,11.4,9,13,1.0,1.0,Нет,Наземная,2.0,Монолитный,,1.0,,29 мин. на транспорте,Пушкино,микрорайон Новое Пушкино
22084,18896128,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,81.75,59.2,,18,24,1.0,0.0,Нет,,2.0,Монолитный,,0.0,,2 мин. на транспорте,ЮЗАО,район Черемушки
23234,9058954,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,89.0,46.7,18.4,17,25,1.0,0.0,Нет,Неизвестно,4.0,Монолитный,,1.0,,4 мин. на транспорте,Красногорск городской округ,д. Путилково
29424,6476070,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,81.46,,,8,17,1.0,1.0,Нет,Неизвестно,4.0,Монолитный,,0.0,На улицу и двор,13 мин. на транспорте,Ленинский городской округ,д. Сапроново
11008,6324000,,Новостройка,52.7,,,6,18,1.0,2.0,Нет,подземная,2.0,Монолитный,,2.0,На улицу,17 мин. пешком,СВАО,район Останкинский
31709,18973712,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,102.07,,,9,19,1.0,1.0,Нет,подземная,4.0,Монолитный,3.0,,,2 мин. на транспорте,ВАО,район Измайлово
8297,8803160,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,40.4,14.0,14.4,6,23,1.0,0.0,Нет,Неизвестно,1.0,Монолитный,,0.0,,3 мин. на транспорте,СЗАО,район Хорошево-Мневники
4094,6860555,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,61.0,40.0,6.6,6,8,1.0,1.0,Нет,Наземная,3.0,Монолитный,,1.0,,17 мин. на транспорте,Химки,микрорайон Клязьма-Старбеево
6109,11008683,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,47.0,38.1,,14,16,1.0,1.0,Нет,подземная,2.0,Монолитный,,0.0,,3 мин. на транспорте,ЮАО,район Нагатинский затон
7902,3178740,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,34.18,16.4,8.6,6,6,1.0,1.0,Нет,Неизвестно,1.0,Монолитный,3.0,0.0,Во двор,12 мин. на транспорте,Балашиха,микрорайон Железнодорожный (Саввино)
503,10753000,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,94.6,51.8,14.9,12,17,1.0,1.0,Нет,Наземная,3.0,Монолитный,,1.0,Во двор,2 мин. на транспорте,Люберцы,микрорайон Северные Люберцы
34389,5297002,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,59.95,29.7,15.8,9,17,1.0,1.0,Нет,Неизвестно,2.0,Монолитный,2.8,1.0,,3 мин. на транспорте,Люберцы,микрорайон Люберцы 2015 2018
35615,21028550,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,79.92,,,6,11,1.0,0.0,Нет,Неизвестно,3.0,Монолитный,,,,15 мин. пешком,ЦАО,район Басманный
33027,30572570,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,132.58,,,9,19,1.0,1.0,Нет,подземная,4.0,Монолитный,3.25,,,9 мин. пешком,СВАО,район Алексеевский
36814,21415686,"Свободная продажа, Возможна ипотека",Новостройка,80.9,32.0,15.9,5,14,1.0,1.0,Нет,подземная,2.0,Монолитный,,1.0,,13 мин. пешком,ЮАО,район Даниловский
6566,5602050,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,53.1,19.9,19.6,5,25,1.0,2.0,Нет,Неизвестно,2.0,Панельный,2.84,2.0,На улицу,5 мин. на транспорте,Люберцы,Люберецкий ЖК
28170,10195200,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,53.1,21.8,18.8,6,25,2.0,2.0,Нет,Неизвестно,2.0,Монолитный,2.65,2.0,На улицу,6 мин. пешком,ЮАО,район Чертаново Южное
30651,5640600,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,71.4,45.9,8.1,1,5,0.0,0.0,Нет,Неизвестно,3.0,Монолитный,,1.0,,16 мин. на транспорте,Химки,микрорайон Новогорск
